index,text,label
2998,"
The following is a fragment of a conversation between a student and a teacher:
Student: The narrow cupboard has three shelves, so 5 glasses multiplied by three shelves equals 15 glasses. Therefore, with one shelf broken, the narrow cupboard can now only hold 15 x 2 = 30 glasses. Altogether, the three cupboards can hold 20 + 40 + 30 = 90 glasses.
",focus
2999,"
The following is a fragment of a conversation between a student and a teacher:
Student: Ah, I understand now. Since the narrow cupboard has two shelves, and each shelf can hold 5 glasses, the two shelves can hold 15 x 2 = 30 glasses. Therefore, the total glasses displayed would be 20 + 40 + 30 = 90 glasses.
",telling
3000,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, each shelf in the narrow cupboard holds 5 glasses, so 5 glasses multiplied by two shelves equals 10 glasses. Therefore, with one shelf broken, the narrow cupboard can now only hold 15 x 2 = 30 glasses. Altogether, the three cupboards can hold 20 + 40 + 30 = 90 glasses.
",telling
3001,"
The following is a fragment of a conversation between a student and a teacher:
Student: The tall cupboard can hold 20 glasses, the wide cupboard can hold 40 glasses, and the narrow cupboard can now only hold 10 glasses with the one shelf broken. Therefore, the total glasses displayed would be 20 + 40 + 10 = 70 glasses.
",generic
3002,"
The following is a fragment of a conversation between a student and a teacher:
Teacher: guide me through your thinking here please step by step?
",generic
3003,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. First, I calculated how much each crate cost by dividing the total cost of the crates by 3. Then, I subtracted 3 from 20 to get the amount of tomatoes that can be sold per crate. After that, I multiplied the amount of tomatoes that can be sold per crate by 3 to get the total amount of tomatoes that can be sold. Finally, I multiplied the total amount of tomatoes that can be sold by the cost per kilogram to get the total amount of money that can be earned.
",focus
3004,"
The following is a fragment of a conversation between a student and a teacher:
Student: Tommy has a total of 51 kilograms of tomatoes.
",focus
3005,"
The following is a fragment of a conversation between a student and a teacher:
Student: Tommy bought 3 crates, each of which can hold 20 kilograms of tomatoes. However, 3 kilograms of tomatoes were rotten, so he can only sell 17 kilograms of tomatoes per crate. Therefore, he can sell a total of 17 x 3 = 51 kilograms of tomatoes.
",focus
3006,"
The following is a fragment of a conversation between a student and a teacher:
Student: Tommy has a total of 57 kilograms of tomatoes. He bought 3 crates, each of which can hold 20 kilograms of tomatoes. However, 3 kilograms of tomatoes were rotten, so he can only sell 17 kilograms of tomatoes per crate. Therefore, he can sell a total of 17 x 3 = 57 kilograms of tomatoes.
",focus
3007,"
The following is a fragment of a conversation between a student and a teacher:
Student: Now, Tommy needs to multiply the total amount of tomatoes that can be sold (57 kilograms) by the cost per kilogram ($6) to get the total amount of money that can be earned. 57 x $6 = $342.
",focus
3008,"
The following is a fragment of a conversation between a student and a teacher:
Student: Now, Tommy needs to subtract the total cost of the crates ($330) from the total amount of money that can be earned ($342) to get his profit. $342 - $330 = $12. Therefore, Tommy's profit from selling the tomatoes is $12.
",generic
3009,"
The following is a fragment of a conversation between a student and a teacher:
Student: I assumed that Kiki had $100, so I calculated that she spent $60 on hats and $40 on scarves. Then, I said that if she bought x scarves, the cost of the scarves would be 2x. Since she spent $40 on scarves, I set up the equation 2x = 40, and solved for x. This gave me x = 20, so I concluded that she bought 20 scarves.
",focus
3010,"
The following is a fragment of a conversation between a student and a teacher:
Student: I understand. In the question, it says that Kiki spends 60% of her money on hats and the rest on scarves. So, if she has $90, then 60% of that would be $54, which means she spent $36 on scarves. Then, if the scarves are sold at $2 each, we can divide $36 by 2 to get 18 scarves. So, Kiki bought 18 scarves.
",generic
3011,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure, here it is: 

Six Grade 4 sections collected 280 kilos in two weeks. After the third week, they needed 320 kilos more to reach their target. 

Therefore, the total weight of newspapers collected by all sections in three weeks is 280 x 6 = 1680 kilos. 

To reach their target, they need to add 320 kilos to 1680 kilos, giving a total of 2000 kilos.
",focus
3012,"
The following is a fragment of a conversation between a student and a teacher:
Student: The target weight of newspapers is 2000 kilos.
",generic
3013,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I made a mistake by multiplying 280 x 6 instead of 280 x 3. I should have multiplied 280 x 3 to get the total weight of newspapers collected by all sections in three weeks, which is 1680 kilos. Then I should have added 320 kilos to 1680 kilos to get the target weight of newspapers, which is 2000 kilos.
",generic
3014,"
The following is a fragment of a conversation between a student and a teacher:
Teacher: guide me through your working sout here please
",generic
3015,"
The following is a fragment of a conversation between a student and a teacher:
Teacher: guide me through your workings please
",generic
3016,"
The following is a fragment of a conversation between a student and a teacher:
Teacher: show me what you did
",generic
3017,"
The following is a fragment of a conversation between a student and a teacher:
Teacher: what did you do here?
",generic
3018,"
The following is a fragment of a conversation between a student and a teacher:
Teacher: hi scott
",generic
3019,"
The following is a fragment of a conversation between a student and a teacher:
Student: Hi teacher! I started by calculating the total number of eggs laid by all the doves, which is 20 x 3 = 60 eggs. Then I calculated the number of eggs that hatched, which is 3/4 x 60 = 45. Since each dove laid 3 eggs, the number of new doves is 45/3 = 15. Finally, the total number of doves Giselle has now is 20 + 15 = 35.
",focus
3020,"
The following is a fragment of a conversation between a student and a teacher:
Student: That's right! So the total number of doves Giselle has now is 20 + 15 = 35.
",focus
3021,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, that's correct. So the total number of doves Giselle has now is 20 + 45 = 65.
",generic
3022,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I initially added the number of new doves (15) instead of the number of hatched eggs (45).
",generic
3023,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by calculating the combined total of the two other harbors, which was 80 x 2 = 160 pounds of lobster. Then, I remembered that Hooper Bay has twice as much as the two other harbors combined, so I multiplied 160 by 2 to get 320 pounds of lobster. Finally, I added the three totals together to get 160 + 160 + 320 = 640 pounds of lobster.
",focus
3024,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. I added 160 twice because I was adding the total of the two other harbors, which was 160 pounds, and then I was adding Hooper Bay's total, which was also 160 pounds. So, when I added the three totals together, I should have added 160 + 320 = 480 instead of 160 + 160 + 320 = 640. So the correct answer is 480 pounds of lobster.
",generic
3025,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by adding the subscriptions Maggie sold to her family and neighbors, which was 4+1+2 = 7. Then I realized that she sold twice that amount to another neighbor, so I multiplied 7 by 2 to get 14. Then I added the two amounts together to get 7+14 = 21. Finally, I multiplied 21 by $5.00 to get the total amount of money Maggie earned, which was 21 x $5.00 = $105.00.
",focus
3026,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. So that means Maggie sold 2 magazines to the next-door neighbor and 4 magazines to the other neighbor. That would make 7+4 = 11 magazines in total, and 11 x $5.00 = $55.00. Thanks for the clarification!
",generic
3027,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by noting that Tonya had a balance of $150.00 on her credit card. Then, I noted that if she leaves any balance on her card, she will be charged 20% interest. So, the interest charged would be 20% of $150.00, which is $30.00. Therefore, the total amount due would be $150.00 + $30.00 = $180.00. Finally, if she makes a payment of $50.00, then the new balance would be $180.00 - $50.00 = $130.00.
",focus
3028,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, my solution was correct. I started by noting that Tonya had a balance of $150.00 on her credit card. Then, I noted that if she makes a payment of $50.00, the new balance will be $180.00 - $50.00 = $130.00. After that, I noted that if she leaves any balance on her card at the end of the month, she will be charged 20% interest. So, the interest charged would be 20% of $130.00, which is $26.00. Therefore, the total amount due would be $130.00 + $26.00 = $156.00.
",telling
3029,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, you are right. I made a mistake in the second step. The correct calculation should be $150.00 - $50.00 = $100.00. So, the total amount due would be $100.00 + $20.00 = $120.00.
",generic
3030,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by figuring out how many apples Jack's basket can hold, which is 12 + 4 = 16. Then I figured out how many apples Jill's basket can hold, which is twice as much as Jack's basket, so it can hold 2 x 16 = 32 apples when both are full. From there, I divided 32 by 16 to get 2, which is the number of times Jack's current number of apples can fit into Jill's basket.
",probing
3031,"
The following is a fragment of a conversation between a student and a teacher:
Student: I would say that I have eaten 6 + 2 = 8 slices of pizza already.
",probing
3032,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. So I have eaten 4 slices of pizza already. Thank you for explaining.
",focus
3033,"
The following is a fragment of a conversation between a student and a teacher:
Student: Jack's basket is currently containing 12 apples because it has 12 apples and space for 4 more.
",telling
3034,"
The following is a fragment of a conversation between a student and a teacher:
Student: Ah, I see. So Jack's basket currently has 12 - 4 = 8 apples.
",probing
3035,"
The following is a fragment of a conversation between a student and a teacher:
Student: The statement implies that we need to find out how many times Jack's current number of apples (which is 8) can fit into Jill's basket. To do this, we need to divide the number of apples that Jill's basket can hold (which is 2 x 16 = 32 apples) by the number of apples that Jack's basket can hold (which is 16 apples). So, 8 apples can fit into Jill's basket 32/16 = 2 times.
",telling
3036,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. So Jill's basket can hold 2 x 12 = 24 apples when both are full. Therefore, Jack's current number of apples (which is 8) can fit into Jill's basket 24/8 = 3 times.
",generic
3037,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure! So, there were 50 fish in the pond and 3 times as many tadpoles, which means there were 150 tadpoles. Then Curtis caught 7 fish, so there were 43 fish left in the pond. Half of the tadpoles, which is 75, developed into frogs. So, there are 75 tadpoles - 7 fish = 68 more tadpoles than fish in the pond now.
",focus
3038,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see! So I just need to subtract the number of fish left in the pond (43) from the number of tadpoles left in the pond (75) and that would give me the number of more tadpoles than fish, which is 68.
",telling
3039,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, right! I forgot that I need to subtract the number of fish caught (7) from the number of tadpoles left in the pond (75). So, 75 - 7 = 68. That's the correct answer.
",telling
3040,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. So, I need to subtract the number of fish left in the pond (43) from the number of tadpoles left in the pond (75). That gives me 75 - 43 = 32, which is the correct answer.
",generic
3041,"
The following is a fragment of a conversation between a student and a teacher:
Student: I subtracted the $20 million from the original balance of $100 million and then added the $60 million that was spent on buying 4 players.
",focus
3042,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I subtracted the $20 million from the original balance of $100 million and then added the $60 million that was spent on buying 4 players. I used the correct operation each time.
",focus
3043,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, the 2 players sold made us $20 million, which is why I subtracted that amount from the original balance of $100 million. The 4 players bought cost us $60 million, which is why I added that amount to the balance.
",probing
3044,"
The following is a fragment of a conversation between a student and a teacher:
Student: I subtracted the $20 million from the original balance of $100 million, so it would be -20.
",focus
3045,"
The following is a fragment of a conversation between a student and a teacher:
Student: The correct operation is to subtract the $20 million from the original balance of $100 million, so it would be -20.
",telling
3046,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yeah, I didn't know what steps to take to solve the problem at first, so I ended up making it more complicated than it needed to be.
",probing
3047,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure, if I just focus on the medium pizzas, then I can see that the original cost for 3 medium pizzas would be $18 x 3 = $54. With the promotion, the cost for 3 medium pizzas is $5 x 3 = $15. So the total savings is $54 - $15 = $39.
",generic
3048,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, it took me a while to figure out the problem and how to solve it.
",focus
3049,"
The following is a fragment of a conversation between a student and a teacher:
Student: We need to do 4 sets of 15 reps: wall push-ups, high elevation push-ups, low elevation push-ups, and floor push-ups.
",probing
3050,"
The following is a fragment of a conversation between a student and a teacher:
Student: We need to do 3 sets of 15 reps before we can reach the floor push-ups: wall push-ups, high elevation push-ups, and low elevation push-ups.
",focus
3051,"
The following is a fragment of a conversation between a student and a teacher:
Student: 3 sets of 15 reps is 45 reps in total.
",focus
3052,"
The following is a fragment of a conversation between a student and a teacher:
Student: That would be a total of 5 steps.
",focus
3053,"
The following is a fragment of a conversation between a student and a teacher:
Student: There are 13 sets of 5 steps, so Jeffrey takes a total of 65 steps.
",probing
3054,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. He needs to take one extra step to reach the mailbox, so the total is 66 steps.
",telling
3055,"
The following is a fragment of a conversation between a student and a teacher:
Student: He used 2/3 of a tank.
",telling
3056,"
The following is a fragment of a conversation between a student and a teacher:
Teacher: no, he used 1/3 and 2/3 is left
",focus
3057,"
The following is a fragment of a conversation between a student and a teacher:
Teacher: can you amend to account for that?
",focus
3058,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I am here. So, he used 1/3 of his gas tank to drive to and from work, which is 10 x 2 = 20 miles. So, he has 12 x 2/3 = 8 gallons left in his gas tank. To get his miles per gallon, we need to divide the total distance he can travel with his remaining gas by the number of gallons he has left, which is 8. So, his miles per gallon is 20/8 = 2.5 miles per gallon.
",telling
3059,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. We need to calculate the amount of gas left in the tank, so we need to subtract the amount of gas used from the total amount of gas in the tank. So, 12 gallons - 1/3 of 12 gallons = 8 gallons. To get his miles per gallon, we need to divide the total distance he can travel with his remaining gas by the number of gallons he has left, which is 8. So, his miles per gallon is 20/8 = 2.5 miles per gallon.
",telling
3060,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by assuming that the number of books in the first level was x. Then, I used the fact that each level has 80% as many books as the previous level to calculate the number of books in each level. I found that the fourth level had 64 books, so I solved for x and found that x was 100. This meant that the first level had 100 books, the second level had 80 books, the third level had 64 books, and the fourth level had 64 books. So the total number of books in the pyramid was 100 + 80 + 64 + 64 = 308.
",probing
3061,"
The following is a fragment of a conversation between a student and a teacher:
Student: The third level has (0.8)^2x books, so if the fourth level has 64 books, then (0.8)^2x = 64. Solving for x, we get x = 80, so the third level has 80 books.
",probing
3062,"
The following is a fragment of a conversation between a student and a teacher:
Student: The second level has 0.8x books, so if the third level has 80 books, then 0.8x = 80. Solving for x, we get x = 100, so the second level has 80 books.
",telling
3063,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, right. The second level has 0.8x books, so if the third level has 80 books, then 0.8x = 80. Solving for x, we get x = 100, so the second level has 100 books.
",probing
3064,"
The following is a fragment of a conversation between a student and a teacher:
Student: The first level has x books, so if the second level has 100 books, then x = 100. So the first level has 100 books.
",focus
3065,"
The following is a fragment of a conversation between a student and a teacher:
Student: Right, the first level has x books, so if the second level has 100 books, then 0.8x = 100. Solving for x, we get x = 100, so the first level has 100 books.
",probing
3066,"
The following is a fragment of a conversation between a student and a teacher:
Student: 100 x 0.8 = 80.
",focus
3067,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, right. The first level has x books, so if the second level has 100 books, then x = 100/0.8. Solving for x, we get x = 125, so the first level has 125 books.
",probing
3068,"
The following is a fragment of a conversation between a student and a teacher:
Student: The total number of books in the pyramid is 125 + 100 + 80 + 64 = 369.
",generic
3069,"
The following is a fragment of a conversation between a student and a teacher:
DeAndre: Sure. I started by calculating the number of bunnies Jina has. She has 5 teddies and 3 times more bunnies, so 5 x 3 = 15 bunnies. Then I added up the total number of mascots she has. She has 5 teddies, 15 bunnies, and a koala bear, so that's 5 + 15 + 1 = 21 mascots. Then I calculated the additional teddies she received for each bunny. She received two additional teddies for each bunny, so that's 2 x 2 = 4 additional teddies. She has 15 bunnies, so 15 x 4 = 60 additional teddies. Finally, I added up the total number of mascots she has. 21 + 60 = 81 mascots.
",focus
3070,"
The following is a fragment of a conversation between a student and a teacher:
DeAndre: Her mom decided to give her two additional teddies for every bunny she has.
",probing
3071,"
The following is a fragment of a conversation between a student and a teacher:
DeAndre: She would get 15 x 4 = 60 additional teddies.
",focus
3072,"
The following is a fragment of a conversation between a student and a teacher:
DeAndre: Oh, right. She was given two additional teddies for each bunny, so that's 2 x 2 = 4 additional teddies for each bunny.
",focus
3073,"
The following is a fragment of a conversation between a student and a teacher:
DeAndre: 15 x 2 = 30 additional teddies.
",probing
3074,"
The following is a fragment of a conversation between a student and a teacher:
DeAndre: Yes. Jina has a total of 21 + 30 = 51 mascots.
",generic
3075,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by figuring out how many candles were in one big box, which was 4 x 40 = 160. Then I figured out how many small boxes there were in 50 big boxes, which was 50 x 4 = 200. Finally, I multiplied 200 by 160 to get the total number of candles in all the small boxes, which was 32,000.
",probing
3076,"
The following is a fragment of a conversation between a student and a teacher:
Teacher: ok so if 50 big boxes fit 4 small boxes each how many small boxes are there
",probing
3077,"
The following is a fragment of a conversation between a student and a teacher:
Student: There are 200 small boxes, since 50 big boxes can fit 4 small boxes each. So 50 x 4 = 200.
",probing
3078,"
The following is a fragment of a conversation between a student and a teacher:
Student: There are 32,000 candles in total, since each small box has 40 candles and there are 200 small boxes. So 200 x 40 = 32,000.
",focus
3079,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I'm sure. I double-checked my calculation and it is correct. 200 x 40 = 32,000.
",probing
3080,"
The following is a fragment of a conversation between a student and a teacher:
Student: 2x4 = 8.
",probing
3081,"
The following is a fragment of a conversation between a student and a teacher:
Student: 20x40 = 800.
",probing
3082,"
The following is a fragment of a conversation between a student and a teacher:
Student: 200x40 = 32,000.
",telling
3083,"
The following is a fragment of a conversation between a student and a teacher:
Student: No, the answer is 32,000. 200x40 = 32,000.
",telling
3084,"
The following is a fragment of a conversation between a student and a teacher:
Student: I understand what you are saying, but I am confident that the answer is 32,000. 200x40 = 32,000.
",telling
3085,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by calculating how many spaces were filled in the back parking lot. I knew that 1/2 of the spaces were filled, so I multiplied 1/2 by 38 to get 19. Then, I subtracted 19 from 38 to get 19 spaces still available in the back parking lot. Then, I added the total number of parked cars, which was 39, to the total number of parking spaces in the school, which was 52 + 38 = 90. Finally, I subtracted 39 from 90 to get 51 parking spaces still available in the school.
",probing
3086,"
The following is a fragment of a conversation between a student and a teacher:
Student: 39 + 19 = 58 cars have parked in total.
",probing
3087,"
The following is a fragment of a conversation between a student and a teacher:
Student: 90 - 58 = 32 parking spaces are still available in the school.
",generic
3088,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I calculated that the original cost of the movie and food combo was $20. Then I applied the discounts, which were 20% off the ticket and 50% off the food combo. This brought the new cost down to $11, so I concluded that Trip could save $9 by going to the earlier movie.
",focus
3089,"
The following is a fragment of a conversation between a student and a teacher:
Student: Right, 20% of 10 is 2, so the discount for the movie ticket was $2. That means the new cost of the movie and food combo was $10 - $2 + $10 - $5 = $11. So Trip could save $20 - $11 = $9 by going to the earlier movie.
",generic
3090,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure! The problem said that only four sixths of the books are left, so we can figure out how many books were sold by subtracting four sixths from six sixths. That would be two sixths of the original number of books. Then, we multiplied two sixths by the original number of books, which is 9,900, to get 6,600. So the library sold 6,600 books.
",probing
3091,"
The following is a fragment of a conversation between a student and a teacher:
Student: Four sixths of the books are left.
",focus
3092,"
The following is a fragment of a conversation between a student and a teacher:
Student: Four sixths of the books is equal to 2/3 of the original amount of books, since 6/6 - 4/6 = 2/3. So, if 2/3 of the books are left, then 4/6 of the books were sold. 

4/6 of 9,900 books is: 

(4/6) x 9,900 = (2/3) x 9,900 

To simplify the multiplication, we can divide 9,900 by 3 first: 

3,300 x 2 = 6,600 

So the library sold 6,600 books.
",probing
3093,"
The following is a fragment of a conversation between a student and a teacher:
Student: Two sixths of the books were sold, since four sixths are left and 6/6 - 4/6 = 2/6.
",probing
3094,"
The following is a fragment of a conversation between a student and a teacher:
Student: Two sixths of the books were sold, which is equal to 4/6 of the original amount of books. So, 4/6 of 9,900 books is: (4/6) x 9,900 = (2/3) x 9,900 To simplify the multiplication, we can divide 9,900 by 3 first: 3,300 x 2 = 6,600 So the library sold 6,600 books.
",probing
3095,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, two sixths is equal to four sixths, since 6/6 - 4/6 = 2/6.
",telling
3096,"
The following is a fragment of a conversation between a student and a teacher:
Student: You're right, two sixths and four sixths are not equivalent. Two sixths is equal to 4/6 of the original amount of books, and four sixths is equal to 2/3 of the original amount of books. So, 4/6 of 9,900 books is: (4/6) x 9,900 = (2/3) x 9,900 To simplify the multiplication, we can divide 9,900 by 3 first: 3,300 x 2 = 6,600 So the library sold 6,600 books.
",probing
3097,"
The following is a fragment of a conversation between a student and a teacher:
Student: Two fifths of 20 is equal to 4/5 of 20. So, 4/5 of 20 is: (4/5) x 20 = (4/5) x 20 = 16. So, 16 books were sold.
",probing
3098,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, that makes sense. Two fifths of 20 is equal to 8/5 of 20. So, 8/5 of 20 is: (8/5) x 20 = (8/5) x 20 = 16. So, 8 books were sold.
",probing
3099,"
The following is a fragment of a conversation between a student and a teacher:
Student: Two sixths of 9,900 books is equal to 4/6 of the original amount of books, since 6/6 - 4/6 = 2/6. So, if 2/6 of the books are left, then 4/6 of the books were sold. 4/6 of 9,900 books is: (4/6) x 9,900 = (2/3) x 9,900 To simplify the multiplication, we can divide 9,900 by 3 first: 3,300 x 2 = 6,600 So the library sold 6,600 books.
",telling
3100,"
The following is a fragment of a conversation between a student and a teacher:
Student: You're right, two sixths and four sixths are not equivalent. Two sixths is equal to 4/6 of the original amount of books, and four sixths is equal to 2/3 of the original amount of books. So, 2/6 of 9,900 books is: (2/6) x 9,900 = (1/3) x 9,900 To simplify the multiplication, we can divide 9,900 by 3 first: 3,300 x 1 = 3,300 So the library sold 3,300 books.
",generic
3101,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I see my mistake. I should have written the discount as $100 + 0.2x instead of $100 + 20% of the original price.
",probing
3102,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, we can use the given information to find X. Martin decided to spend no more than $1,000, so X must be less than or equal to $1,000.
",probing
3103,"
The following is a fragment of a conversation between a student and a teacher:
Student: X must be $1,100. So the original price of the TV was no more than $1,375 and the price was at least $375 lower than the amount Martin decided to spend ($1,000).
",probing
3104,"
The following is a fragment of a conversation between a student and a teacher:
Student: 100 less than $1,000 is $900. So the original price of the TV was no more than $900 and the price was at least $100 lower than the amount Martin decided to spend ($1,000).
",generic
3105,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. Martin decided to spend no more than $1,000, so X must be less than or equal to $1,000. The clerk offered the TV for $100 less, so X must be $1,100. Then, the additional 20% off is 0.2x, so the discount is $100 + 0.2x. Therefore, Martin paid x - ($100 + 0.2x) = 0.8x - $100 for the TV. So the original price of the TV was no more than $900 and the price was at least $100 lower than the amount Martin decided to spend ($1,000).
",probing
3106,"
The following is a fragment of a conversation between a student and a teacher:
Student: 100 off of $1,000 is $900. So the original price of the TV was no more than $900 and the price was at least $100 lower than the amount Martin decided to spend ($1,000).
",probing
3107,"
The following is a fragment of a conversation between a student and a teacher:
Student: 20% off of $900 is $180. So the total discount is $280 ($100 + $180). Therefore, Martin paid x - ($100 + 0.2x) = 0.8x - $100 for the TV. So the original price of the TV was no more than $900 and the price was at least $280 lower than the amount Martin decided to spend ($1,000).
",generic
3108,"
The following is a fragment of a conversation between a student and a teacher:
Student: Hi,

In 6 months, it will be done 4 times since 3 months x 4 = 6 months.
",probing
3109,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. The correct number should be 2 times. So, there are 20 x 2 = 40 coconut trees in Rohan's farm. Each tree yields 6 x 2 = 12 coconuts in 6 months (2 cycles of harvesting every 3 months). So, there are a total of 40 x 12 = 480 coconuts in 6 months. Therefore, Rohan will earn 480 x $0.50 = $240 after 6 months.
",generic
3110,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, right! I can divide the total cost of $210 by the number of students paying, which is 30. So, the paying students pay $210/30 = $7 for their lunch.
",generic
3111,"
The following is a fragment of a conversation between a student and a teacher:
Teacher: Fantastic! Great work.
",generic
3112,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. I should have stopped after calculating the total duration of the original 25 songs, which is 75 minutes. So the total duration of the album after adding 10 more songs is 75 + 10 x 3 = 105 minutes. Therefore, it will take Hansel 105 minutes to finish all the songs in the album.
",generic
3113,"
The following is a fragment of a conversation between a student and a teacher:
Teacher: Fantastic!
",generic
3114,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by calculating the total hours worked by the two men. On the first day, they worked for a total of 2 x 10 = 20 hours. On the second day, they worked for a total of 2 x 8 = 16 hours. On the third day, they worked for 2 x 15 = 30 hours. Altogether, they worked for 20 + 16 + 30 = 66 hours. Then, I multiplied the total hours worked by the rate of pay per hour, which was $10. So, the total amount of money they received was 2 x 10 x 66 = $1320.
",focus
3115,"
The following is a fragment of a conversation between a student and a teacher:
Student: I calculated their hours individually and then added them together at the end.
",focus
3116,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, that's correct. I calculated the hours for each man and then multiplied it by two to get the total hours worked by both men.
",generic
3117,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I think this is correct. I believe I followed the correct steps to solve the problem.
",probing
3118,"
The following is a fragment of a conversation between a student and a teacher:
Student: That would be 5 x 5 = 25 hours a week. So, for two people it would be 25 x 2 = 50 hours a week.
",focus
3119,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. For one worker, it would be 10 hours on the first day, 8 hours on the second day, and 15 hours on the third day. That would be 10 + 8 + 15 = 33 hours.
",focus
3120,"
The following is a fragment of a conversation between a student and a teacher:
Student: For two workers, it would be 2 x 33 = 66 hours.
",focus
3121,"
The following is a fragment of a conversation between a student and a teacher:
Student: They would be paid 2 x 10 x 66 = $1320 in total.
",telling
3122,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. So, the total amount of money they received would just be 10 x 66 = $660.
",generic
3123,"
The following is a fragment of a conversation between a student and a teacher:
Student: It was a bit difficult, but I think I got the right answer.
",generic
3124,"
The following is a fragment of a conversation between a student and a teacher:
Student: The question asked to calculate the total number of miles Emberly walked in March, taking into account that she didn't walk for 4 days.
",focus
3125,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, we need to add those 4 days of missed miles to the total. So the total number of miles she walked in March would be 108 + 16 = 124 miles.
",telling
3126,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. So the total number of miles she walked in March would be 108 miles.
",generic
3127,"
The following is a fragment of a conversation between a student and a teacher:
Student: At first, I tried to figure out how long it would take to find the first artifact. I knew that the research took 6 months and the expedition took 2 years, so I added those two together to get 24 months. Then, I realized that the second artifact took 3 times as long, so I multiplied 24 by 3 to get 90 months. Finally, I added the two together to get 120 months.
",focus
3128,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, right! I forgot to add the 6 months of research for the second artifact. So, the total time it took him to find both artifacts would be 30 + 90 + 6 = 126 months.
",focus
3129,"
The following is a fragment of a conversation between a student and a teacher:
Student: Right, so the total time it took him to find both artifacts would be 6 + 24 + 90 + 6 = 126 months.
",focus
3130,"
The following is a fragment of a conversation between a student and a teacher:
Student: The first artifact took 6 months of research and 2 years of expedition, which is 2 x 12 = 24 months. So, it took him a total of 6 + 24 = 30 months to find the first artifact.
",focus
3131,"
The following is a fragment of a conversation between a student and a teacher:
Student: The first artifact took a total of 30 months, which is 2.5 years.
",focus
3132,"
The following is a fragment of a conversation between a student and a teacher:
Student: James spent 6 months researching before going on a 2-year-long expedition for his first find. The second artifact took 3 times as long for the research and discovery. So, it took him a total of 30 months to find the first artifact, and 3 x 30 = 90 months to find the second artifact. Therefore, it took him a total of 30 + 90 = 120 months to find both artifacts.
",focus
3133,"
The following is a fragment of a conversation between a student and a teacher:
Student: 120 months is 10 years.
",generic
3134,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, my original answer was correct. It took James 10 years to find both artifacts.
",generic
